rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
10489	ADRA2A	adrenergic, alpha-2A-, receptor	313878	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10490	ADRA2C	adrenergic, alpha-2C-, receptor	234507	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10491	ADRB1	adrenergic, beta-1-, receptor	223807	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10492	ADRB3	adrenergic, beta-3-, receptor	151308	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10493	ADSS	adenylosuccinate synthase	597103	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10494	AEN	apoptosis enhancing nuclease	340588	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10495	AES	amino-terminal enhancer of split	231762	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10496	AFAP1	actin filament associated protein 1	1047047	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10497	AFM	afamin	834729	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10498	AFMID	arylformamidase	416704	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10499	AFP	alpha-fetoprotein	843346	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10500	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	1085534	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10501	AGAP11	ankyrin repeat and GTPase domain Arf GTPase activating protein 11	660856	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10502	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	240627	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10503	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	648556	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10504	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	694202	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10505	AGAP7	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7	478044	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10506	AGBL2	ATP/GTP binding protein-like 2	1199182	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10507	AGBL3	ATP/GTP binding protein-like 3	667700	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10508	AGBL4	ATP/GTP binding protein-like 4	488330	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10509	AGER	advanced glycosylation end product-specific receptor	307355	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10510	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)	210614	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10511	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)	257425	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10512	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	502650	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10513	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	510211	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10514	AGPAT6	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)	609002	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10515	AGPHD1	aminoglycoside phosphotransferase domain containing 1	511278	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10516	AGR2	anterior gradient homolog 2 (Xenopus laevis)	250437	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10517	AGR3	anterior gradient homolog 3 (Xenopus laevis)	237036	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10518	AGRP	agouti related protein homolog (mouse)	156430	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10519	AGTR2	angiotensin II receptor, type 2	489385	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10520	AGTRAP	angiotensin II receptor-associated protein	253166	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10521	AGXT2	alanine-glyoxylate aminotransferase 2	700049	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10522	AGXT2L1	alanine-glyoxylate aminotransferase 2-like 1	700921	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10523	AGXT2L2	alanine-glyoxylate aminotransferase 2-like 2	585675	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10524	AHRR	aryl-hydrocarbon receptor repressor	756678	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10525	AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)	193663	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10526	AHSP	alpha hemoglobin stabilizing protein	141404	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10527	AIF1	allograft inflammatory factor 1	189277	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10528	AIF1L	allograft inflammatory factor 1-like	169748	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10529	AIG1	androgen-induced 1	333437	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10530	AIM2	absent in melanoma 2	473325	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10531	AIMP2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	409875	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10532	AIP	aryl hydrocarbon receptor interacting protein	362068	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10533	AIPL1	aryl hydrocarbon receptor interacting protein-like 1	477218	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10534	AIRE	autoimmune regulator	545571	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10535	AK1	adenylate kinase 1	260829	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10536	AK3	adenylate kinase 3	270500	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10537	AK3L1	adenylate kinase 3-like 1	238113	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10538	AKAP14	A kinase (PRKA) anchor protein 14	279535	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10539	AKAP5	A kinase (PRKA) anchor protein 5	575577	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10540	AKD1	adenylate kinase domain containing 1	2104775	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10541	AKIRIN1	akirin 1	168964	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10542	AKIRIN2	akirin 2	180180	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10543	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	450646	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10544	AKR1C2	aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)	393371	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10545	AKR1C3	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)	410365	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10546	AKR1C4	aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)	448615	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10547	AKR1D1	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)	456849	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10548	AKR1E2	aldo-keto reductase family 1, member E2	432019	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10549	AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	373038	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10550	AKR7A3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	355303	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10551	AKR7L	aldo-keto reductase family 7-like	342320	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10552	AKT1S1	AKT1 substrate 1 (proline-rich)	158950	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10553	AKTIP	AKT interacting protein	405822	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10554	ALAD	aminolevulinate, delta-, dehydratase	437320	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10555	ALDH1L2	aldehyde dehydrogenase 1 family, member L2	1266303	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10556	ALDH3A1	aldehyde dehydrogenase 3 family, memberA1	562616	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10557	ALDH3A2	aldehyde dehydrogenase 3 family, member A2	648627	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10558	ALDH5A1	aldehyde dehydrogenase 5 family, member A1 (succinate-semialdehyde dehydrogenase)	589446	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10559	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	729044	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10560	ALDH9A1	aldehyde dehydrogenase 9 family, member A1	674005	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10561	ALDOC	aldolase C, fructose-bisphosphate	500583	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10562	ALG1L	asparagine-linked glycosylation 1-like	173768	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10563	ALG1L2	[Not Available]	218858	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10564	ALG2	asparagine-linked glycosylation 2 homolog (S. cerevisiae, alpha-1,3-mannosyltransferase)	441560	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10565	ALG9	asparagine-linked glycosylation 9 homolog (S. cerevisiae, alpha- 1,2-mannosyltransferase)	786704	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10566	ALKBH1	alkB, alkylation repair homolog 1 (E. coli)	500599	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10567	ALKBH5	alkB, alkylation repair homolog 5 (E. coli)	353285	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10568	ALOX12B	arachidonate 12-lipoxygenase, 12R type	843809	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10569	ALOX15	arachidonate 15-lipoxygenase	791492	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10570	ALOX5AP	arachidonate 5-lipoxygenase-activating protein	228110	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10571	ALS2CR4	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 4	534886	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10572	ALS2CR8	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 8	1003699	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10573	ALX1	ALX homeobox 1	418835	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10574	ALX3	aristaless-like homeobox 3	310025	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10575	AMAC1	acyl-malonyl condensing enzyme 1	444811	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10576	AMAC1L2	acyl-malonyl condensing enzyme 1-like 2	431428	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10577	AMAC1L3	acyl-malonyl condensing enzyme 1-like 3	436795	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10578	AMD1	adenosylmethionine decarboxylase 1	464193	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10579	AMELY	amelogenin, Y-linked	136137	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10580	AMFR	autocrine motility factor receptor	761985	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10581	AMIGO1	adhesion molecule with Ig-like domain 1	639829	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10582	AMIGO2	adhesion molecule with Ig-like domain 2	699997	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10583	AMIGO3	adhesion molecule with Ig-like domain 3	415215	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10584	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region, gene 1	307857	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10585	AMMECR1L	AMME chromosomal region gene 1-like	431212	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10586	AMT	aminomethyltransferase	503463	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10587	AMTN	amelotin	295433	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10588	AMZ1	archaelysin family metallopeptidase 1	438156	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10589	ANAPC10	anaphase promoting complex subunit 10	257981	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10590	ANAPC11	APC11 anaphase promoting complex subunit 11 homolog (yeast)	244613	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10591	ANAPC16	anaphase promoting complex subunit 16	155425	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10592	ANG	angiogenin, ribonuclease, RNase A family, 5	201407	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10593	ANGEL1	angel homolog 1 (Drosophila)	857215	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10594	ANGEL2	angel homolog 2 (Drosophila)	751849	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10595	ANGPT2	angiopoietin 2	687639	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10596	ANGPTL2	angiopoietin-like 2	614711	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10597	ANGPTL5	angiopoietin-like 5	536659	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10598	ANKAR	ankyrin and armadillo repeat containing	1956559	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10599	ANKDD1A	ankyrin repeat and death domain containing 1A	636011	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10600	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	3489517	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10601	ANKLE1	ankyrin repeat and LEM domain containing 1	540305	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10602	ANKRD10	ankyrin repeat domain 10	486433	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10603	ANKRD13A	ankyrin repeat domain 13A	781404	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10604	ANKRD13B	ankyrin repeat domain 13B	529291	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10605	ANKRD16	ankyrin repeat domain 16	395136	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10606	ANKRD33	ankyrin repeat domain 33	530904	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10607	ANKRD36B	ankyrin repeat domain 36B	940646	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10608	ANKRD37	ankyrin repeat domain 37	222207	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10609	ANKRD40	ankyrin repeat domain 40	502149	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10610	ANKRD45	ankyrin repeat domain 45	369836	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10611	ANKRD49	ankyrin repeat domain 49	321744	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10612	ANKRD5	ankyrin repeat domain 5	1052674	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10613	ANKRD53	ankyrin repeat domain 53	469958	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10614	ANKRD54	ankyrin repeat domain 54	266843	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10615	ANKRD56	ankyrin repeat domain 56	665639	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10616	ANKRD57	ankyrin repeat domain 57	275400	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10617	ANKZF1	ankyrin repeat and zinc finger domain containing 1	983277	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10618	ANO7	anoctamin 7	1003105	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10619	ANP32B	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B	309691	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10620	ANP32C	acidic (leucine-rich) nuclear phosphoprotein 32 family, member C	318137	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10621	ANP32D	acidic (leucine-rich) nuclear phosphoprotein 32 family, member D	179867	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10622	ANTXR2	anthrax toxin receptor 2	597636	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10623	ANUBL1	AN1, ubiquitin-like, homolog (Xenopus laevis)	991800	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10624	ANXA1	annexin A1	488960	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10625	ANXA11	annexin A11	588888	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10626	ANXA13	annexin A13	501220	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10627	ANXA2	annexin A2	477093	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10628	ANXA5	annexin A5	454403	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10629	ANXA7	annexin A7	677237	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10630	ANXA9	annexin A9	485345	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10631	AOAH	acyloxyacyl hydrolase (neutrophil)	868219	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10632	AP1AR	adaptor-related protein complex 1 associated regulatory protein	387394	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10633	AP1B1	adaptor-related protein complex 1, beta 1 subunit	1218985	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10634	AP1M2	adaptor-related protein complex 1, mu 2 subunit	527979	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10635	AP1S1	adaptor-related protein complex 1, sigma 1 subunit	189449	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10636	AP1S2	adaptor-related protein complex 1, sigma 2 subunit	212087	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10637	AP2A2	adaptor-related protein complex 2, alpha 2 subunit	1061391	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10638	AP2M1	adaptor-related protein complex 2, mu 1 subunit	602382	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10639	AP2S1	adaptor-related protein complex 2, sigma 1 subunit	187902	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10640	AP3M1	adaptor-related protein complex 3, mu 1 subunit	580240	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10641	AP4S1	adaptor-related protein complex 4, sigma 1 subunit	254905	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10642	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3 (X11-like 2)	334770	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10643	APCDD1	adenomatosis polyposis coli down-regulated 1	594064	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10644	APCDD1L	adenomatosis polyposis coli down-regulated 1-like	351713	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10645	APCS	amyloid P component, serum	306235	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10646	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1	433374	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10647	APEX2	APEX nuclease (apurinic/apyrimidinic endonuclease) 2	624114	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10648	APH1A	anterior pharynx defective 1 homolog A (C. elegans)	358338	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10649	API5	apoptosis inhibitor 5	726177	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10650	APITD1	apoptosis-inducing, TAF9-like domain 1	271669	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10651	APLNR	apelin receptor	433492	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10652	APOA1	apolipoprotein A-I	271542	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10653	APOA1BP	apolipoprotein A-I binding protein	351059	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10654	APOA2	apolipoprotein A-II	141884	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10655	APOA4	apolipoprotein A-IV	479406	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10656	APOB48R	apolipoprotein B receptor	988234	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10657	APOBEC2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2	297880	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10658	APOBEC3A	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A	239135	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10659	APOBEC3C	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3C	262576	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10660	APOBEC3F	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	532345	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
